session_id,player_name,date,balls_faced_played,wickets_lost_taken,bowling_speed_tracked,line_length_accuracy_pct
S_9397,L Balaji,2024-03-04,59,2,131.2344119990405,72.9318676910983
S_7239,A Mukund,2024-03-31,49,2,145.26976514249802,73.06344047327319
S_1670,A Mukund,2024-04-07,80,0,132.7821293287829,79.1811324832484
S_4439,A Mukund,2024-02-14,81,1,120.43884776633027,67.25348049191074
S_4612,RR Powar,2024-02-28,90,3,,91.1643331026765
S_3972,RR Powar,2024-02-27,36,2,,87.10059390306083
S_1489,RR Powar,2024-03-26,81,1,,74.52399253900273
S_7410,RR Powar,2024-02-23,35,2,,80.99199602396743
S_2629,JP Duminy,2024-04-03,95,1,125.63761142445969,62.69400842833059
S_3561,JP Duminy,2024-02-19,31,2,139.78532305922312,87.8684507689479
S_5334,A Flintoff,2024-03-07,57,2,129.73535400526026,69.43291518022954
S_5251,A Flintoff,2024-01-21,32,2,127.93905080776072,83.1689130677854
S_2230,A Flintoff,2024-01-04,42,3,142.43515723236214,65.27128361263959
S_9960,A Flintoff,2024-02-06,82,4,127.30190049655592,79.50680093505528
S_2837,T Thushara,2024-02-19,67,0,146.6435456680211,71.38517164266118
S_9092,T Thushara,2024-03-11,96,1,127.4702620832727,80.18458396002147
S_6669,T Thushara,2024-02-17,46,3,148.00713250372945,88.0471797155833
S_2474,T Thushara,2024-03-31,54,4,,93.64057954985577
S_3964,JD Ryder,2024-02-23,94,3,126.96054540926433,60.50335061252298
S_1919,JD Ryder,2024-02-18,51,2,,92.84448103503505
S_5804,JD Ryder,2024-03-25,29,2,149.72037471197297,86.48555584739988
S_4521,KP Pietersen,2024-03-14,80,2,137.0845345251676,90.39437757794838
S_1650,KP Pietersen,2024-04-07,74,3,126.34907695709583,94.84708883246091
S_3827,KP Pietersen,2024-02-19,23,0,,92.89761271894378
S_5383,T Henderson,2024-01-11,80,1,,90.22744974538156
S_8031,T Henderson,2024-03-27,94,4,121.63172245566933,82.54898532777841
S_3505,Kamran Khan,2024-01-22,84,3,,67.14582957088851
S_8086,RS Bopara,2024-03-21,65,1,,87.26859052385254
S_9566,RS Bopara,2024-02-28,62,3,,83.99951900267754
S_3690,CH Gayle,2024-01-28,75,1,,65.37918649954716
S_9996,CH Gayle,2024-02-18,85,3,,85.91976531408285
S_7055,MC Henriques,2024-02-12,41,3,,74.81673004536191
S_6021,MC Henriques,2024-03-21,74,2,,90.20488909756052
S_2262,MC Henriques,2024-02-25,67,2,128.5955864678137,88.09241093235254
S_3259,MC Henriques,2024-02-06,76,4,,71.73476675274036
S_6750,R Bishnoi,2024-01-12,68,0,148.13895694301684,62.97862201419249
S_2546,R Bishnoi,2024-04-07,69,3,,76.62328378423119
S_5145,R Bishnoi,2024-03-28,29,3,,78.54584413809842
S_9775,FH Edwards,2024-02-09,75,2,,70.47841807968719
S_7711,KV Sharma,2024-02-29,29,3,,83.58979728510056
S_5131,KV Sharma,2024-01-26,23,1,,90.2630622650349
S_8542,PC Valthaty,2024-01-11,65,4,,87.31946094105248
S_4199,PC Valthaty,2024-01-24,63,3,,62.87953134969717
S_4318,PC Valthaty,2024-04-04,76,1,,72.73333743993267
S_6208,RJ Quiney,2024-02-17,37,2,139.92605139215357,66.97360840429099
S_7094,RJ Quiney,2024-03-03,58,4,146.6855793313129,73.00135419185318
S_8124,AS Raut,2024-03-22,96,0,,76.9113302159784
S_2234,AS Raut,2024-02-29,90,0,132.2041440285517,71.48815869874188
S_1186,AS Raut,2024-03-29,81,4,144.53568916965088,77.85519331597132
S_2881,Yashpal Singh,2024-01-14,73,3,147.96968274686634,85.95609168081249
S_4262,M Manhas,2024-02-07,72,2,,66.3993222954086
S_3785,M Manhas,2024-03-20,41,4,136.76297833873193,72.9909330606836
S_5482,M Manhas,2024-02-28,95,0,137.19669583348775,71.8177255699732
S_4416,AA Bilakhia,2024-02-10,50,4,127.4900685822069,69.2136571281304
S_5620,AA Bilakhia,2024-02-14,61,1,,73.17856007262544
S_1336,AA Bilakhia,2024-02-23,55,0,125.98515944788825,70.28821853559141
S_6447,AA Bilakhia,2024-03-31,42,2,,91.79520931577814
S_9347,AN Ghosh,2024-03-29,80,1,135.38766494324298,84.64291449624687
S_7751,AN Ghosh,2024-04-02,32,2,,67.15569303624956
S_7992,AN Ghosh,2024-02-09,34,0,,87.07434596527105
S_8069,BAW Mendis,2024-02-02,76,3,149.89194881037167,87.86025908495492
S_4791,DL Vettori,2024-01-09,51,3,123.34778999871742,81.29118250027201
S_9263,DL Vettori,2024-01-27,81,3,,88.05060216780338
S_8850,DL Vettori,2024-04-04,36,0,,83.70875954611054
S_9615,MN van Wyk,2024-01-23,75,1,,86.2299102093283
S_5917,RE van der Merwe,2024-03-12,68,2,,70.23807489166882
S_8282,RE van der Merwe,2024-03-06,82,2,137.9187726106041,82.86842244675383
S_2051,RE van der Merwe,2024-03-06,57,4,142.17200927818118,69.7112637903734
S_3105,TL Suman,2024-01-13,71,1,141.18738487665786,81.7941339332429
S_2517,TL Suman,2024-03-23,77,3,,62.76287910312944
S_5891,TL Suman,2024-01-01,61,1,136.2300869678299,94.46960103884828
S_7513,Shoaib Ahmed,2024-01-04,57,3,,68.39962773544852
S_1183,Shoaib Ahmed,2024-03-16,50,4,,77.55312861225582
S_2273,Shoaib Ahmed,2024-01-24,92,1,128.1912185798342,66.20173753539169
S_5247,Shoaib Ahmed,2024-01-05,86,1,143.526185230958,76.18369119193892
S_7305,GR Napier,2024-03-27,69,3,128.8521704779293,70.45999973406607
S_1128,KP Appanna,2024-03-29,85,2,,75.04851669229376
S_6552,KP Appanna,2024-03-26,81,4,128.63836028027978,77.24868545864886
S_1249,KP Appanna,2024-02-21,98,0,,64.08040760944938
S_3672,KP Appanna,2024-02-16,87,2,144.62943051897423,79.8311840616912
S_9383,LA Carseldine,2024-03-07,59,1,148.27977530899892,62.895691386828474
S_5298,LA Carseldine,2024-03-01,83,4,,62.64813863664388
S_5538,LA Carseldine,2024-04-02,88,0,143.5050024253577,84.48968221348167
S_6898,NV Ojha,2024-04-01,95,1,142.44482479163057,79.64394873262233
S_8036,NV Ojha,2024-02-23,92,1,,72.16315783598141
S_7686,NV Ojha,2024-02-21,95,0,,67.9282569112637
S_3432,SM Harwood,2024-03-05,82,1,,88.82432793141366
S_5117,SM Harwood,2024-02-07,99,0,,67.31707807973962
S_9848,SM Harwood,2024-02-07,97,4,126.63716089338192,73.334694578394
S_4580,M Vijay,2024-01-27,32,0,,67.14863656192585
S_8984,SB Jakati,2024-01-23,53,1,129.35406410867307,68.74202568562819
S_3618,SB Jakati,2024-03-04,37,3,141.44259829331838,62.395765839810586
S_8566,SB Jakati,2024-01-19,82,2,,84.26673038071473
S_3466,SB Jakati,2024-01-19,39,3,148.20549573756247,61.6375045740119
S_7524,DA Warner,2024-01-17,90,2,133.32345739488997,86.2509944249767
S_2956,DA Warner,2024-03-19,87,2,,91.75371305247421
S_5524,DA Warner,2024-03-30,47,4,122.87187164233193,71.11931441415068
S_4854,DA Warner,2024-02-12,50,0,,89.27744717163117
S_4575,RJ Harris,2024-02-26,99,2,,71.01890402730771
S_6316,RJ Harris,2024-04-02,58,3,,91.27581052575461
S_3710,RJ Harris,2024-03-09,25,1,,63.76649646659506
S_3053,D du Preez,2024-02-01,37,1,129.2540484446845,80.05647702166556
S_7519,M Morkel,2024-03-03,86,1,,94.24241754698998
S_6054,M Morkel,2024-03-08,60,2,,83.48826049800917
S_8701,M Morkel,2024-03-05,41,2,,87.30662439690482
S_8483,M Morkel,2024-03-16,33,0,,70.65723864621327
S_2814,AD Mathews,2024-03-14,66,4,,79.12604896048435
S_3971,J Botha,2024-04-07,44,1,122.52382986778149,73.75863676457904
S_7782,J Botha,2024-02-10,44,2,124.89057341444659,68.18344915825725
S_2620,C Nanda,2024-01-21,64,0,,90.39433333814269
S_7197,C Nanda,2024-03-15,35,0,,90.028428182027
S_9378,C Nanda,2024-03-30,35,0,129.19298468110114,61.409030105323126
S_6877,SL Malinga,2024-01-02,78,2,128.14476007628133,91.64851519926478
S_2902,SL Malinga,2024-02-15,82,3,,89.13272388813482
S_1016,SL Malinga,2024-03-03,55,4,,63.14706857008958
S_3851,SL Malinga,2024-01-28,66,3,,69.79110887191749
S_1969,Mashrafe Mortaza,2024-03-11,71,3,141.82587690675285,76.95369149602972
S_6555,Mashrafe Mortaza,2024-01-19,96,1,,70.37372024063492
S_9476,A Singh,2024-01-20,44,3,,64.3947952523038
S_8108,A Singh,2024-02-23,49,4,,88.09979231484411
S_2909,A Singh,2024-04-02,41,3,128.9186161284398,68.04978138871341
S_7382,GJ Bailey,2024-03-19,76,3,144.7305134174805,73.89472567726159
S_7781,GJ Bailey,2024-03-15,56,1,,94.64147446932671
S_6929,GJ Bailey,2024-01-09,26,3,143.8145431172412,83.07980367286991
S_6308,AB McDonald,2024-01-31,72,1,,75.6254672628792
S_3363,Y Nagar,2024-03-28,36,4,,69.76283266257168
S_6002,Y Nagar,2024-03-25,23,1,127.60752350989108,76.48325205703802
S_2371,SS Shaikh,2024-04-05,84,3,143.74390622668557,81.08644407462093
S_7553,SS Shaikh,2024-03-15,59,1,145.4066167328686,71.35152820730313
S_3537,SS Shaikh,2024-01-27,73,1,120.1621477101801,60.04711948347973
S_8845,R Ashwin,2024-01-28,44,4,,93.00716640924401
S_6856,R Ashwin,2024-03-17,61,4,126.37001922860674,64.27025947519111
S_7897,R Ashwin,2024-01-27,60,1,,80.79496519647601
S_7155,R Ashwin,2024-02-09,92,3,,81.79562988024917
S_4809,Mohammad Ashraful,2024-02-17,39,3,140.18541400465634,85.34890846246967
S_2409,CA Pujara,2024-01-31,76,1,,91.16345122993431
S_3172,CA Pujara,2024-01-24,40,1,145.19461056610464,64.46199880490862
S_6247,OA Shah,2024-02-27,95,3,141.80516493144714,87.46693886387457
S_5535,OA Shah,2024-03-29,52,4,148.3777393209626,70.35384341237877
S_9044,Anirudh Singh,2024-01-16,78,4,139.01134799296588,80.77114839466533
S_3014,Anirudh Singh,2024-03-18,89,3,,83.27695961523209
S_3364,Anirudh Singh,2024-03-11,65,3,133.82009489500467,77.4639890919818
S_8940,Anirudh Singh,2024-01-27,97,2,,84.92479660582117
S_5571,Jaskaran Singh,2024-03-23,73,4,136.9723485183987,78.0061464708963
S_8774,AP Tare,2024-01-22,85,4,126.77183171517382,73.64649112018782
S_9832,AP Tare,2024-03-24,63,2,149.30383118482757,74.16537723403806
S_3575,AT Rayudu,2024-04-08,39,2,129.80823073010026,70.7010385106552
S_6968,AT Rayudu,2024-03-06,48,3,129.45718303948354,64.662347344782
S_6594,R Sathish,2024-03-16,39,0,132.77813125400817,94.81394578187705
S_8130,R Sathish,2024-02-14,62,4,143.02496491772115,70.76354284216598
S_3158,R Sathish,2024-02-22,62,2,,79.28678336532263
S_4823,R McLaren,2024-01-26,42,2,,87.00292216994707
S_5306,R McLaren,2024-02-08,70,3,,62.33428584919071
S_3657,AA Jhunjhunwala,2024-02-12,38,3,,81.47732660462843
S_6696,AA Jhunjhunwala,2024-04-08,91,2,,91.27723386711467
S_1262,AA Jhunjhunwala,2024-01-11,80,3,,84.560839585704
S_9106,P Dogra,2024-02-20,56,4,,61.99084892221763
S_9792,P Dogra,2024-02-23,76,3,131.8781167858785,86.4688826997852
S_8382,A Uniyal,2024-02-14,42,1,149.07965436852538,73.22437248045154
S_8008,A Uniyal,2024-02-05,33,2,149.932481670306,75.81088165935053
S_3547,MS Bisla,2024-04-02,64,0,,73.55460439986945
S_7719,MS Bisla,2024-02-07,83,0,139.46296158478157,93.40980751005839
S_2464,YA Abdulla,2024-01-07,69,2,,64.43884078926466
S_2211,EJG Morgan,2024-02-03,23,0,140.94595292029499,67.52207859853517
S_8345,JM Kemp,2024-03-13,80,2,,68.89914310057026
S_3339,JM Kemp,2024-02-19,62,2,124.45081011868551,66.02301113584193
S_2436,JM Kemp,2024-01-16,66,2,,80.84879384565353
S_4622,S Tyagi,2024-02-17,65,1,,77.58718068894262
S_8837,RS Gavaskar,2024-01-22,94,1,144.85958718354868,87.42143460172437
S_1692,RS Gavaskar,2024-03-11,20,1,129.7705440619186,73.79476163739199
S_3645,SE Bond,2024-01-19,37,4,,91.3272851097936
S_7089,SE Bond,2024-01-12,46,0,120.38721683942975,67.93417282262233
S_9938,SE Bond,2024-03-02,34,1,131.42855535070424,61.90978928989446
S_3306,SE Bond,2024-01-07,62,1,,67.57164721707895
S_5675,KA Pollard,2024-03-22,87,0,122.04327074170567,67.63610153576457
S_3181,S Ladda,2024-02-11,44,0,,68.6589911470421
S_6982,S Ladda,2024-01-14,58,3,,60.501581705345046
S_9456,S Ladda,2024-02-27,64,4,142.91076808050963,78.31904798227029
S_4854,DP Nannes,2024-03-11,48,2,,66.45606678709592
S_3395,DP Nannes,2024-01-29,98,2,,73.92277043251843
S_4138,MJ Lumb,2024-01-08,27,1,,77.69938603234809
S_1556,DR Martyn,2024-01-08,35,4,126.05525506091274,69.0336375206164
S_2016,S Narwal,2024-03-11,34,1,,78.94445388295873
S_3313,AB Barath,2024-03-20,91,0,,65.946047562667
S_2689,Bipul Sharma,2024-03-18,60,3,,94.63268666845129
S_6649,FY Fazal,2024-03-02,32,2,122.30274185666214,60.146560526978526
S_6560,FY Fazal,2024-04-01,70,2,132.41036036955782,82.85405226677787
S_8235,FY Fazal,2024-02-15,86,1,141.8596885270981,71.03773101431412
S_4340,AC Voges,2024-03-09,44,3,,87.912991585377
S_5041,AC Voges,2024-02-14,66,3,,69.82102846332705
S_4510,MD Mishra,2024-03-15,38,2,,84.05534469038811
S_5658,UT Yadav,2024-02-12,42,2,,85.58046210216561
S_6979,UT Yadav,2024-02-29,78,0,144.12496694951653,90.32481142388951
S_8204,J Theron,2024-01-26,59,4,137.05656766813837,62.071197515223965
S_5539,SJ Srivastava,2024-02-14,65,3,137.15367947807943,75.19182616283348
S_7040,SJ Srivastava,2024-03-05,25,2,134.51407619581943,74.64363366824168
S_2181,SJ Srivastava,2024-03-17,37,0,125.96442182812208,71.02536775141986
S_3987,SJ Srivastava,2024-03-22,66,2,,87.30744269874717
S_3693,R Sharma,2024-03-31,28,4,143.88730828369162,85.72588151664382
S_3159,R Sharma,2024-02-14,96,0,,69.14665562598843
S_7772,R Sharma,2024-04-01,36,3,128.64553577878587,60.22625252263987
S_3181,R Sharma,2024-03-15,57,4,,63.66365896874367
S_6622,Mandeep Singh,2024-04-08,43,2,136.51595041788676,74.25779334744914
S_2058,Mandeep Singh,2024-03-02,20,3,,77.30823937921429
S_4553,Mandeep Singh,2024-03-29,35,1,144.2518464691207,81.40762467864974
S_6618,KM Jadhav,2024-03-13,20,1,,69.40791652605694
S_8915,KM Jadhav,2024-02-24,37,1,,80.79173129483839
S_6753,SW Tait,2024-03-10,67,2,,66.01403111251804
S_7899,KB Arun Karthik,2024-01-18,79,3,,81.16938002769034
S_1515,KB Arun Karthik,2024-03-03,59,0,,70.27371773605311
S_1271,KAJ Roach,2024-01-15,71,4,,79.76067236267122
S_1622,PD Collingwood,2024-01-02,32,3,141.6047238279282,70.05274232218028
S_1066,PD Collingwood,2024-03-03,28,4,,91.61282695706475
S_5471,CK Langeveldt,2024-01-13,31,4,,86.53141473539257
S_1198,CK Langeveldt,2024-01-02,75,3,,94.17963581630164
S_2174,VS Malik,2024-01-29,97,1,142.97575931654225,84.20794781532895
S_8601,VS Malik,2024-01-20,74,0,,93.78233734910073
S_1731,VS Malik,2024-03-10,86,1,,67.23033556776232
S_9516,A Mithun,2024-03-23,78,3,,66.95210648516542
S_5239,A Mithun,2024-03-28,87,0,,86.78178418140372
S_8088,A Mithun,2024-03-23,26,2,147.0974431528539,69.35953474652376
S_6810,A Mithun,2024-03-12,99,3,,79.107323665815
S_2030,AP Dole,2024-01-27,29,1,,91.91365200401322
S_7358,AN Ahmed,2024-01-06,48,0,,83.42749444842619
S_8037,AN Ahmed,2024-04-07,47,2,,60.17988696549461
S_8769,RS Sodhi,2024-02-17,40,2,148.3724910667779,70.95218418100879
S_6178,RS Sodhi,2024-03-11,28,4,142.25933188541958,83.72031344204622
S_1378,RS Sodhi,2024-01-03,26,2,126.53137538934455,63.085325534782555
S_4624,DE Bollinger,2024-03-15,61,4,132.05379405328273,80.22397900290025
S_6818,DE Bollinger,2024-03-21,67,4,147.97466770769407,92.68530799961871
S_9802,DE Bollinger,2024-01-14,82,4,124.25982778056255,70.64846523395185
S_6969,S Sriram,2024-02-19,97,1,,93.64958168747174
S_7414,S Sriram,2024-02-19,55,2,145.90453825107346,64.63007816778634
S_6607,S Sriram,2024-04-05,80,3,149.27336455646798,72.91976678332216
S_8265,S Sriram,2024-03-22,90,4,,64.26608288862947
S_5645,B Sumanth,2024-01-14,27,2,,62.56774236108609
S_5435,C Madan,2024-03-25,80,4,146.85169811999498,89.86348642189911
S_4199,C Madan,2024-02-12,36,1,,92.57884262465399
S_2505,AG Paunikar,2024-04-03,25,0,133.0578683896966,92.22419902725169
S_2551,AG Paunikar,2024-02-20,56,0,,67.68722250080991
S_9456,AG Paunikar,2024-04-09,83,1,,64.21272516734952
S_8104,MR Marsh,2024-04-06,20,3,130.46495722375892,73.11887235224992
S_2567,MR Marsh,2024-02-02,47,1,,61.245658078226676
S_3365,AJ Finch,2024-03-20,53,1,,61.363524622196245
S_3741,AJ Finch,2024-03-17,62,4,145.84337058063971,90.31124862660148
S_3809,STR Binny,2024-04-07,77,3,134.49696227626305,94.54135808859041
S_5565,STR Binny,2024-03-05,87,0,122.92100681373664,84.72301988834987
S_3568,STR Binny,2024-02-16,95,1,,88.6604244682165
S_7103,Harmeet Singh,2024-01-27,57,0,124.11062730108962,78.8154618992398
S_9274,Harmeet Singh,2024-03-26,82,0,,74.60881738152018
S_7429,Harmeet Singh,2024-04-02,41,2,134.7887091496758,71.55545826104616
S_3657,Harmeet Singh,2024-03-05,50,1,,70.43231704095015
S_2230,IR Jaggi,2024-02-25,41,2,123.71538080117452,62.46874731575348
S_8970,IR Jaggi,2024-01-01,71,4,122.33569558826309,93.44068670033236
S_9683,DT Christian,2024-03-01,73,1,143.0832773826467,92.71784311224741
S_1534,DT Christian,2024-01-07,63,4,,70.11389837223705
S_7957,DT Christian,2024-03-08,97,2,125.82820713005404,75.65203612757533
S_2861,RV Gomez,2024-01-22,51,0,124.67319781740511,79.14658709654522
S_9081,RV Gomez,2024-01-06,64,0,,69.58958348144901
S_4918,RV Gomez,2024-02-13,46,1,140.98789599070585,89.85242343491035
S_6338,RV Gomez,2024-02-26,88,4,144.8745192085242,77.7849601532818
S_8798,MA Agarwal,2024-03-20,97,4,,81.96841070055831
S_3460,MA Agarwal,2024-02-03,60,0,146.62406820638648,81.89017075583077
S_4114,AUK Pathan,2024-01-07,20,4,,82.24758626834146
S_4174,AUK Pathan,2024-01-10,90,1,144.43151762007244,73.37432230609906
S_5078,UBT Chand,2024-02-11,70,3,140.88239584701117,72.68756945860297
S_1283,DJ Jacobs,2024-03-21,83,2,125.40475943197858,63.8452089809274
S_8366,DJ Jacobs,2024-01-13,34,0,120.76045812791816,84.15164109433073
S_1992,DJ Jacobs,2024-03-15,93,0,127.2241144821952,73.5382534718158
S_1343,Sunny Singh,2024-02-09,36,4,131.9181441852138,68.59427190805718
S_4720,NJ Rimmington,2024-03-08,36,4,137.44692613313967,85.0143486332507
S_2364,NJ Rimmington,2024-01-21,37,4,136.03677657468927,66.841030012894
S_1495,NJ Rimmington,2024-03-24,64,1,,91.15828176285198
S_1156,NJ Rimmington,2024-04-04,23,1,137.4938347035861,80.26378621035315
S_8246,AL Menaria,2024-01-27,34,3,,86.03668155557531
S_1153,AL Menaria,2024-02-15,68,1,125.71010925285142,92.1027207138702
S_1786,AL Menaria,2024-01-17,52,3,130.25547125751774,75.1793015962133
S_9857,AL Menaria,2024-04-08,91,3,138.0415221206569,71.87271044371244
S_8055,WD Parnell,2024-01-24,80,0,,74.06566949328588
S_3511,WD Parnell,2024-01-16,77,4,,81.67215110522542
S_5243,WD Parnell,2024-03-20,90,0,,63.94951155142675
S_8328,WD Parnell,2024-01-26,64,3,,93.85449166296041
S_3506,JJ van der Wath,2024-01-02,33,3,,91.42843256647566
S_7048,R Ninan,2024-01-13,97,1,135.32912229135187,75.00675018901393
S_2601,R Ninan,2024-03-13,98,4,145.17299096398835,79.27311607327975
S_2299,R Ninan,2024-02-28,65,2,,84.53029946939
S_9269,R Ninan,2024-01-16,53,3,122.05322127727878,91.40890614125553
S_4089,S Aravind,2024-01-12,71,2,129.77473752058347,66.71076760865932
S_5575,S Aravind,2024-02-17,38,3,122.64403292930075,87.18794530230207
S_7666,MS Wade,2024-01-15,83,2,,84.73114451479762
S_4364,MS Wade,2024-01-09,34,2,,67.41110517183468
S_5500,MS Wade,2024-03-12,40,0,145.73804741991987,83.34246066105382
S_5726,TD Paine,2024-01-14,33,1,135.82763919816497,69.06164961775988
S_4240,TD Paine,2024-01-10,36,0,144.34716013054646,76.87959000285403
S_5611,TD Paine,2024-02-11,32,1,,81.60179794909384
S_3244,SB Wagh,2024-01-19,21,3,137.751509066772,66.72081791977206
S_4518,SB Wagh,2024-02-26,31,0,,69.78727114726222
S_1739,SB Wagh,2024-01-10,27,3,,75.26861092250051
S_6645,SB Wagh,2024-02-23,40,3,,92.65036915443216
S_7998,AC Thomas,2024-01-07,28,0,145.0924678973957,90.18713676644053
S_3603,AC Thomas,2024-03-14,81,1,,81.82317183109541
S_6682,AC Thomas,2024-01-10,91,4,138.42558732957033,68.28134239476276
S_3007,AC Thomas,2024-02-02,78,1,,63.71561237416135
S_6935,JEC Franklin,2024-02-11,46,1,143.0624139408754,62.16812815026458
S_9216,JEC Franklin,2024-03-15,42,1,,74.87337316718506
S_9534,JEC Franklin,2024-04-02,50,0,127.87225129467906,74.75994161340708
S_8393,JEC Franklin,2024-03-24,54,2,137.12721161256434,71.63493422610279
S_7727,Shakib Al Hasan,2024-01-30,63,4,,86.83085806492181
S_1138,Shakib Al Hasan,2024-03-06,77,1,138.02376448018856,84.53029940353579
S_7353,Shakib Al Hasan,2024-04-03,38,1,128.45755066791756,71.13138640930819
S_5887,Shakib Al Hasan,2024-02-03,72,0,,91.94802801427517
S_6533,DH Yagnik,2024-02-23,32,2,,89.82169455316425
S_4326,S Randiv,2024-03-16,21,2,135.98481112204183,90.12337376261098
S_6092,S Randiv,2024-01-07,45,1,123.78345967126232,80.36025346157169
S_6307,S Randiv,2024-03-13,51,4,125.75866316987177,85.17320466654513
S_6812,BJ Haddin,2024-02-19,34,1,,83.44140579263868
S_9446,NLTC Perera,2024-01-15,89,0,,84.35282384292609
S_5516,NLTC Perera,2024-01-23,59,4,,67.12372058604137
S_9446,NLTC Perera,2024-03-08,99,4,,60.30720241817753
S_5452,NLTC Perera,2024-04-06,28,3,,82.20947637095337
S_1098,NL McCullum,2024-03-09,96,1,,88.4571979024942
S_8242,NL McCullum,2024-02-11,57,3,126.45466864872166,81.96137645681254
S_4172,NL McCullum,2024-02-20,93,2,142.1563816019089,62.23280946887593
S_4666,NL McCullum,2024-02-23,70,1,,94.40314078441453
S_9167,JE Taylor,2024-02-05,44,3,,82.01055139458614
S_1572,JE Taylor,2024-02-22,37,2,126.56315125232639,71.4177177443326
S_2997,J Syed Mohammad,2024-01-04,60,4,,70.2092707752555
S_7731,RN ten Doeschate,2024-03-09,20,1,,93.38808243728216
S_5951,RN ten Doeschate,2024-02-04,65,1,120.49981413732648,71.8630671371957
S_2173,RN ten Doeschate,2024-01-04,68,2,,77.66230507921023
S_5567,RN ten Doeschate,2024-04-04,50,2,145.7050604916953,76.34073346930865
S_4151,TR Birt,2024-02-26,96,2,,76.62879277261425
S_4491,TR Birt,2024-03-07,68,3,132.51492836927108,90.72122917019186
S_8865,AG Murtaza,2024-03-27,72,3,,94.01458554639197
S_1164,AG Murtaza,2024-01-21,98,0,,90.02502242311212
S_9605,AG Murtaza,2024-02-14,37,3,,87.30168304640152
S_8467,Harpreet Singh,2024-01-07,63,4,,92.89735305099981
S_5150,M Klinger,2024-01-10,61,0,,91.18990321277283
S_2381,AC Blizzard,2024-03-31,79,2,123.7394228697844,93.64950891482736
S_4149,AC Blizzard,2024-03-25,49,4,,61.647043281100665
S_4645,I Malhotra,2024-04-04,71,4,133.71178977797328,70.15892868803853
S_6111,I Malhotra,2024-04-06,81,4,149.60062834851072,68.78057151006387
S_1261,L Ablish,2024-02-26,20,1,,93.08800773651723
S_5175,L Ablish,2024-02-25,39,0,124.28442913418603,80.29403516167038
S_6724,L Ablish,2024-01-19,84,4,,80.24896363712361
S_1551,CA Ingram,2024-03-07,44,4,127.76377225093572,71.07599958060456
S_5052,S Nadeem,2024-02-25,74,2,,72.15172586467742
S_1848,P Parameswaran,2024-03-06,38,2,137.1054489526408,81.3568603145042
S_3376,CJ Ferguson,2024-01-17,46,1,,84.25181188586687
S_6585,CJ Ferguson,2024-03-11,58,3,,61.94973926403358
S_4992,CJ Ferguson,2024-03-09,49,3,121.77150433374815,69.50824669772794
S_5109,VR Aaron,2024-03-09,37,1,138.3402496874318,72.98407994072592
S_1343,VR Aaron,2024-03-15,42,0,120.86832950230101,68.38760247351448
S_1919,VR Aaron,2024-02-29,54,2,,88.34925602892153
S_4392,VR Aaron,2024-03-25,68,4,127.82547737886267,60.31804622329257
S_3939,AA Chavan,2024-03-26,37,2,139.63039378958572,90.53819831402768
S_2502,AA Chavan,2024-02-03,90,3,,76.0265103294475
S_3440,ND Doshi,2024-03-13,91,2,127.42894929214316,72.18181844170621
S_7310,ND Doshi,2024-03-24,83,0,124.81900837855652,66.05583544129075
S_5911,ND Doshi,2024-01-20,57,3,124.16906975659873,86.15541451459498
S_7276,B Kumar,2024-02-19,61,3,132.33340250984546,75.56494719004175
S_3064,B Kumar,2024-03-08,90,0,138.219732503792,63.10024188728254
S_1118,B Kumar,2024-02-03,89,1,142.18743531665228,67.38394617169827
S_2101,Y Gnaneswara Rao,2024-03-10,69,4,,67.61557789760755
S_3261,Y Gnaneswara Rao,2024-03-26,93,2,,66.96826969775739
S_9879,Y Gnaneswara Rao,2024-01-17,26,4,123.76930477236942,70.14047943083752
S_6648,Y Gnaneswara Rao,2024-02-21,25,2,,84.64110084070799
S_4557,S Rana,2024-01-04,43,2,,75.55384664578781
S_1687,S Rana,2024-02-23,54,3,,63.202063143561055
S_1845,S Rana,2024-01-13,46,0,,68.13414161750445
S_3024,BA Bhatt,2024-01-02,96,3,,66.16086642643968
S_3581,F du Plessis,2024-02-24,86,2,149.5171909169149,91.84102903494394
S_2036,F du Plessis,2024-02-10,76,4,135.94437738845463,76.02871250713375
S_7183,F du Plessis,2024-03-20,64,2,,71.68218089744292
S_3886,RE Levi,2024-02-25,29,1,133.33882973741714,60.947839678451786
S_5934,RE Levi,2024-03-06,89,0,,82.83665844275313
S_3785,RE Levi,2024-02-19,99,0,128.93864793950596,75.92764724321346
S_9060,GJ Maxwell,2024-01-23,89,1,138.8522087292297,75.35271564525945
S_4932,GJ Maxwell,2024-03-12,56,0,133.75090438278917,78.50475619594184
S_3833,SPD Smith,2024-02-07,56,2,,79.08997825740995
S_5777,SPD Smith,2024-02-17,63,1,,63.61258271076499
S_8525,SPD Smith,2024-02-04,47,1,134.01782988022507,63.7349136685824
S_3790,MN Samuels,2024-02-14,39,4,,63.93389595116045
S_1922,MN Samuels,2024-01-26,26,1,124.00602699482248,73.53437574956116
S_7881,MN Samuels,2024-02-22,34,1,137.1651588535131,92.63218495717987
S_5732,SA Yadav,2024-02-20,58,3,,87.61836390770648
S_3419,SA Yadav,2024-01-11,77,2,145.09135732231198,94.10537587234663
S_5161,KK Cooper,2024-03-31,55,2,146.37973390087683,77.99794539430921
S_4483,KK Cooper,2024-01-01,44,2,,61.3981790650133
